ANO,MES,CODIGO_RNT,COD_MUN,COD_DPTO,ESTADO_RNT,RAZON_SOCIAL_ESTABLECIMIENTO,DEPARTAMENTO,MUNICIPIO,CATEGORIA,SUB_CATEGORIA,HABITACIONES,CAMAS,NUM_EMP
2024,2,96495,27001,27,ACTIVO,HOTEL LA SEXTA DE QUIBDO,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,15,15,2
2024,1,96635,27495,27,ACTIVO,CABAÑAS IRACAS DEL MAR,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,4,19,3
2024,2,97025,27615,27,ACTIVO,HOTEL EL GRAN TESORO DE BAJIRA,CHOCO,RIOSUCIO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,30,32,2
2024,4,97681,27495,27,ACTIVO,COLOMBIA PACIFIC TOURS NUQUI,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,3,6,1
2024,3,97793,27001,27,ACTIVO,HOTEL LA TERCERA,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,19,19,1
2024,2,98084,27001,27,ACTIVO,AGENCIA DE VIAJES SEGUIR VOLANDO TOUR,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,0
2024,2,98132,27001,27,ACTIVO,HOTEL KAMALEB FARALLONES,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,20,28,5
2024,2,98190,27001,27,ACTIVO,HOTEL MIO QUIBDO,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,11,11,0
2024,2,98307,27001,27,ACTIVO,HOSPEDAJE CABI,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,ALBERGUE,30,30,0
2024,3,98837,27075,27,ACTIVO,BAHIA SOLANO ME LLAMA,CHOCO,BAHIA SOLANO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,1
2024,3,98984,27001,27,ACTIVO,GRAN HOTEL MARINILLA,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,15,15,0
2024,4,99063,27001,27,ACTIVO,ALEXANDER  CORDOBA QUESADA,CHOCO,QUIBDO,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,1,4,0
2024,2,99064,27006,27,ACTIVO,AL VAIVEN DE HAMACAS,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),4,7,1
2024,1,99181,27001,27,ACTIVO,TRANSPORTE PROGRESO DEL CHOCO LIMITADA,CHOCO,QUIBDO,EMPRESAS DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,40
2024,3,99418,27001,27,ACTIVO,ENTRESELVAS GLAMPING,CHOCO,QUIBDO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),2,6,2
2024,1,99701,27006,27,ACTIVO,HILLTOP CAPURGANA,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,CENTRO VACACIONAL,9,11,0
2024,1,99703,27006,27,ACTIVO,HILLTOP SAPZURRO,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,CENTRO VACACIONAL,9,11,0
2024,3,100183,27495,27,ACTIVO,CIRCUITO DE TURISMO ALTERNATIVO LA CUMBANCHA,CHOCO,NUQUI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,0
2024,2,100552,27006,27,ACTIVO,HOTEL ZONA LIBRE,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,9,11,2
2024,4,100651,27075,27,ACTIVO,UTRIA HOSTEL S.A.S,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,8,14,0
2024,3,101210,27075,27,ACTIVO,COCOLOCO LODGE,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),4,16,0
2024,4,101981,27075,27,ACTIVO,MADRE AGUA COLOMBIA,CHOCO,BAHIA SOLANO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,0
2024,2,102163,27075,27,ACTIVO,REFUGIO MR JERRY ECO HOSTAL,CHOCO,BAHIA SOLANO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,8,11,1
2024,3,102754,27006,27,ACTIVO,CABAÑA MI ESPERANZA SAPZURRO,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),8,16,0
2024,3,104126,27495,27,ACTIVO,MERAKI NUQUI,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,8,16,3
2024,3,107543,27006,27,ACTIVO,TECHO ROJO SAPZURRO,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),12,18,0
2024,3,109114,27001,27,ACTIVO,FUNDACION UNION PACIFICA DEL CHOCO,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,10,13,2
2024,2,111049,27495,27,ACTIVO,ESTACIÓN BIOLÓGICA EL AMARGAL,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),5,15,1
2024,2,112092,27245,27,ACTIVO,CLAUDIA MARCELA CORREA MAYA,CHOCO,EL CARMEN,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),7,10,0
2024,2,112096,27001,27,ACTIVO,FIGUEROA TOURS,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,0
2024,3,112398,27075,27,ACTIVO,TUNDO TOURS,CHOCO,BAHIA SOLANO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES MAYORISTAS,0,0,4
2024,3,112987,27495,27,ACTIVO,CABAÑA CLEO,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),4,5,0
2024,3,114086,27001,27,ACTIVO,POR EL MUNDO VIAJES Y TURISMO,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,0
2024,3,115304,27006,27,ACTIVO,CASA GALU,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,5,10,0
2024,4,115507,27075,27,ACTIVO,POSADA ROCAS DE CABO MARZO,CHOCO,BAHIA SOLANO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,7,16,0
2024,3,115510,27495,27,ACTIVO,HOTEL Y RESTAURANTE CLAU,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,7,11,0
2024,2,115514,27006,27,ACTIVO,HOTEL KATAMARAN ORILLAS DEL DARIEN,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,7,20,2
2024,3,116231,27075,27,ACTIVO,NAISA TOURS SAS,CHOCO,BAHIA SOLANO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,1
2024,3,116860,27075,27,ACTIVO,POSADA TURISTICA EL NATIVO,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),4,12,0
2024,2,116862,27430,27,ACTIVO,HOTEL VILLANUEVA DEL PACIFICO,CHOCO,MEDIO BAUDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,5,5,0
2024,1,117396,27800,27,ACTIVO,HOTEL DARIEN,CHOCO,UNGUIA,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,21,24,0
2024,2,117531,27001,27,ACTIVO,HOTEL SERRANÍA DEL DARIÉN,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,22,30,0
2024,4,118097,27006,27,ACTIVO,LIPSY PATRICIA ROJAS ARANGO,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,1,1,0
2024,4,118836,27615,27,ACTIVO,SAMANTI HOTEL,CHOCO,RIOSUCIO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,27,38,7
2024,4,119693,27001,27,ACTIVO,AGENCIA DE VIAJES KEREZI,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,1
2024,3,122852,27495,27,ACTIVO,HOTEL EL MONO NUQUI,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,8,8,0
2024,3,122854,27495,27,ACTIVO,PACIFIC NUQUI LODGE,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,10,10,0
2024,2,122857,27160,27,ACTIVO,HOTEL PARAISO AZUL MAS QUE UN HOTEL,CHOCO,CERTEGUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,10,14,2
2024,3,122967,27495,27,ACTIVO,DIAZ PEREA MARGARITA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,CASA TURÍSTICA,1,6,0
2024,3,122970,27495,27,ACTIVO,CABAÑA TELLIN,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),7,28,0
2024,1,123693,27075,27,ACTIVO,ALEJANDRO  MARULANDA CASAS,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),2,6,0
2024,2,123698,27006,27,ACTIVO,HOTEL BAHIA AGUACATE,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,4,20,0
2024,3,123701,27495,27,ACTIVO,RAMIREZ MONTOYA LILIANA MARIA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,6,12,0
2024,1,124159,27001,27,ACTIVO,HOTEL DE PRIMERA,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,7,10,2
2024,3,125743,27001,27,ACTIVO,Y&L GLOBAL,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,0
2024,1,125746,27006,27,ACTIVO,ECOCABAÑA COLIBRÍ,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),3,4,0
2024,3,126395,27495,27,ACTIVO,CHOWA LODGE,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),3,4,0
2024,4,126398,27001,27,ACTIVO,HOTEL PRIMAVERALES,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,10,10,0
2024,2,127854,27006,27,ACTIVO,ALESSIO  BATTI,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),4,10,0
2024,3,127855,27075,27,ACTIVO,POSADA EL SAFIO,CHOCO,BAHIA SOLANO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,1
2024,4,128292,27075,27,ACTIVO,ABSAVENTOUR,CHOCO,BAHIA SOLANO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,0
2024,3,128294,27006,27,ACTIVO,CORREA CAÑAS PAULA ANDREA,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,2,9,0
2024,1,128816,27006,27,ACTIVO,MORENO VASQUEZ DANIELA ANDREA,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,4,8,0
2024,4,128818,27495,27,ACTIVO,IRANA PACIFIC,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,3,10,1
2024,1,129826,27495,27,ACTIVO,TRANSPORTE LAIDA,CHOCO,NUQUI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,2
2024,3,129835,27075,27,ACTIVO,POSADA EL ACUARIO,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),3,12,0
2024,1,133722,27001,27,ACTIVO,RUBIELA DEL CARMEN GAMBOA BASTIDAS,CHOCO,QUIBDO,VIVIENDAS TURÍSTICAS,APARTAMENTO TURÍSTICO,1,4,0
2024,3,134363,27075,27,ACTIVO,MARADENTRO INVESTIGACION,CHOCO,BAHIA SOLANO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,1
2024,4,134368,27361,27,ACTIVO,HOTEL BRISAS DEL SAN JUAN,CHOCO,ISTMINA,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,8,14,0
2024,3,134370,27495,27,ACTIVO,JULIAN  CADAVID MOLINA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,8,14,0
2024,1,134371,27075,27,ACTIVO,INVERSIONES ALOJAT S.A.S.,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,1,5,2
2024,3,134377,27006,27,ACTIVO,HOSTAL EL PORTAL DEL SOL CAPURGANA,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,8,14,0
2024,2,134378,27075,27,ACTIVO,AGUIRRE TORO EL AGUILA DESCALZA S.A.S.,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),8,10,8
2024,3,135424,27006,27,ACTIVO,ECOWASI VERA'S,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),2,12,0
2024,4,135428,27006,27,ACTIVO,HOTEL LAS PALMERAS ACANDI,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,8,14,0
2024,3,135433,27006,27,ACTIVO,EL HONGO CAPURGANA,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),11,17,0
2024,2,136003,27001,27,ACTIVO,HOTEL MARIA DEL MAR,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,10,11,0
2024,3,136007,27006,27,ACTIVO,FEDERICO  RESTREPO MADRID,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,CASA TURÍSTICA,1,8,0
2024,2,136009,27006,27,ACTIVO,SANDRA PATRICIA GUZMAN MARTINEZ,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,CASA TURÍSTICA,2,3,0
2024,2,137431,27006,27,ACTIVO,CASA COSTA YANETH,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),8,14,0
2024,1,137432,27495,27,ACTIVO,EXCURSION CALVIN KLEY,CHOCO,NUQUI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,0
2024,4,137433,27495,27,ACTIVO,MURILLO GARCIA GITA ASHTARUT,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),2,10,0
2024,3,137631,27075,27,ACTIVO,CABAÑAS LAS PERLAS,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),8,14,0
2024,1,138538,27495,27,ACTIVO,CASA BALAE,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,7,21,0
2024,4,138540,27495,27,ACTIVO,ALOJAMIENTO SELVA MOJADA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),8,14,1
2024,4,138542,27495,27,ACTIVO,EL RETOÑO NEGRO GOZÓN,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),8,14,0
2024,3,138546,27006,27,ACTIVO,HOTEL BOUTIQUE SHALOM,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,8,14,3
2024,4,138881,27001,27,ACTIVO,INMOBILIARIA SURGIR Y ASOCIADOS LIMITADA,CHOCO,QUIBDO,VIVIENDAS TURÍSTICAS,CASA TURÍSTICA,8,10,4
2024,4,139709,27075,27,ACTIVO,SELVATOUR DEL PACIFICO,CHOCO,BAHIA SOLANO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES MAYORISTAS,0,0,0
2024,4,141075,27075,27,ACTIVO,HOSPEDAJE DOÑA NEL,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),7,10,0
2024,4,141538,27495,27,ACTIVO,ESCOMBROS DEL MAR HOSTAL,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,12,40,0
2024,2,143080,27001,27,ACTIVO,AGENCIA DE VIAJES Y TURISMOS PLANEAR VOLAR,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,0
2024,1,143711,27660,27,ACTIVO,MILTON ORLANDO PINEDA DUQUE,CHOCO,SAN JOSE DEL PALMAR,GUIAS DE TURISMO,GUIA DE TURISMO,0,0,0
2024,2,144706,27006,27,ACTIVO,JOHNNY  RUEDA PATIÑO,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,2,4,0
2024,3,144711,27006,27,ACTIVO,HOTEL SANTIAGO PLAZA ACANDI,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,10,15,0
2024,3,144887,27006,27,ACTIVO,HOSTAL MI CASA ES TU CASA,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,2,5,0
2024,4,147098,27075,27,ACTIVO,ORIGENES ECO REFUGIO,CHOCO,BAHIA SOLANO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,0
2024,4,147348,27006,27,ACTIVO,VERONICA  HENAO POSADA,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),1,15,0
2024,3,147434,27006,27,ACTIVO,LUZ MARINA TOBON TORREGLOSA,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,CASA TURÍSTICA,5,5,0
2024,5,148270,27001,27,ACTIVO,HOTEL LA 8VA,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,24,24,0
2024,3,149000,27006,27,ACTIVO,RECICLARTE GALERIA HOSTAL,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,5,12,0
2024,1,149002,27075,27,ACTIVO,HOTEL TORTUGA BAY,CHOCO,BAHIA SOLANO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,3,12,0
2024,4,149005,27001,27,ACTIVO,INNOVACIONES A&S SERVICIOS Y SUMINISTROS,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,0
2024,4,150089,27495,27,ACTIVO,LA MARTINA ECOLODGE,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),7,24,0
2024,2,150480,27006,27,ACTIVO,MIGUEL  DELGADO GIRALDO,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,CASA TURÍSTICA,7,7,0
2024,2,150989,27495,27,ACTIVO,PUNTO NUQUI,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,1,10,0
2024,2,152621,27372,27,ACTIVO,DARIEN ADVENTURES S.A.S,CHOCO,JURADO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),8,16,6
2024,3,153345,27006,27,ACTIVO,HOSTAL BRAINER,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,9,14,0
2024,1,153653,27001,27,ACTIVO,CLEOFE LUDOBINA MAYO MURILLO,CHOCO,QUIBDO,VIVIENDAS TURÍSTICAS,APARTAMENTO TURÍSTICO,1,2,0
2024,2,153909,27001,27,ACTIVO,AGENCIA TURISTICA JAIRO TOURS,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,0
2024,3,155169,27006,27,ACTIVO,DIANA CAROLINA CUERVO URIBE,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,2,4,0
2024,3,155492,27495,27,ACTIVO,LAALDEADELPRIMITIVO,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),1,3,0
2024,3,155497,27495,27,ACTIVO,CABAÑAS EL REFUGIO,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),6,6,0
2024,2,156019,27001,27,ACTIVO,BLACK CHOCO TOURS S.A.S,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,0
2024,3,156269,27495,27,ACTIVO,PERLA DEL CABO,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),6,6,0
2024,2,157148,27075,27,ACTIVO,PARAISO SOÑADO,CHOCO,BAHIA SOLANO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,2
2024,3,157428,27075,27,ACTIVO,SAPAYOA NATURE TOURS,CHOCO,BAHIA SOLANO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,0
2024,3,157834,27001,27,ACTIVO,RESTAURANTE Y POSADAS NATIVAS YULI MAR,CHOCO,QUIBDO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),5,7,0
2024,3,158432,27006,27,ACTIVO,HOSTAL LAS FLORES CAPURGANÁ,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,10,23,1
2024,3,159374,27075,27,ACTIVO,POSADA LA ROSA MARINA,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),1,4,0
2024,1,159375,27495,27,ACTIVO,CASA YOW SURF,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),2,5,0
2024,3,159642,27495,27,ACTIVO,LA CASA DE IRIS SABOR A PACIFICO,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,REFUGIO,6,10,1
2024,4,159983,27006,27,ACTIVO,CABAÑA CRUZ DEL MAR,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),5,10,0
2024,4,159995,27006,27,ACTIVO,AGENCIA VAMOS PA'L MAR CAPURGANÁ,CHOCO,ACANDI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,0
2024,2,160227,27495,27,ACTIVO,RAFAEL ANDRES GUEVARA HINCAPIE,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),2,6,0
2024,3,160392,27495,27,ACTIVO,CASA RIO TERCO,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,GLAMPING,5,5,0
2024,2,160439,27075,27,ACTIVO,PAKORÉ WERÁ,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),3,10,0
2024,3,160460,27001,27,ACTIVO,HOSPEDAJE CESAR CONTO,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,5,10,1
2024,2,160484,27006,27,ACTIVO,ECOHOTEL LOS ROBLES SAS,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,12,37,1
2024,2,160779,27495,27,ACTIVO,NUQUIMEX SAS,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),5,20,3
2024,5,162191,27361,27,ACTIVO,HOTEL VIAJEROS DEL SAN JUAN,CHOCO,ISTMINA,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,18,23,3
2024,4,162560,27099,27,ACTIVO,HOTEL MI RECUERDO 22,CHOCO,BOJAYA (BELLAVISTA),ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,10,10,0
2024,3,163269,27495,27,ACTIVO,PARAISO YUBARTA ECO HOTEL,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,6,20,0
2024,2,163270,27001,27,ACTIVO,HOTEL ESTEFANIA QUIBDO,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,36,36,0
2024,4,164388,27075,27,ACTIVO,MAMA ORBE FAMILY ECOFARM,CHOCO,BAHIA SOLANO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,7,17,0
2024,1,166399,27205,27,ACTIVO,HOTEL EL NUEVO HORIZONTE M. G.,CHOCO,CONDOTO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,22,30,0
2024,3,166589,27495,27,ACTIVO,POSADA PURA VIDA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),3,6,0
2024,4,166828,27495,27,ACTIVO,NUQUI TOURS,CHOCO,NUQUI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,0
2024,1,167356,27245,27,ACTIVO,ITZAYANA CARMEN DE ATRATO,CHOCO,EL CARMEN,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,ALBERGUE,6,20,0
2024,1,167357,27001,27,ACTIVO,ITZAYANA QUIBDO,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,ALBERGUE,8,46,3
2024,3,167358,27495,27,ACTIVO,L.W.L NUQUI TOURS,CHOCO,NUQUI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,3
